place_code,date,mankai_date,kaika_date,meter,ft,tavg,tmin,tmax,tavg_f,tmin_f,tmax_f,prcp,pcp_in
17370008,3/3/24,4/7/24,4/3/24,45,13.716,4.7,0.9,7.6,40.46,33.62,45.68,3.7,0.14566937
17370009,3/3/24,4/9/24,4/4/24,46,14.0208,3.1,-0.9,7.6,37.58,30.38,45.68,2.5,0.09842525
17370010,3/3/24,4/10/24,4/5/24,46,14.0208,4.6,2.2,6.5,40.28,35.96,43.7,10.5,0.41338605
17370016,3/3/24,4/5/24,3/31/24,51,15.5448,5.2,1.9,7.9,41.36,35.42,46.22,4.7,0.18503947
17370018,3/3/24,4/6/24,4/1/24,49,14.9352,4.7,0.9,7.6,40.46,33.62,45.68,3.7,0.14566937
17370011,3/3/24,4/12/24,4/6/24,45,13.716,4.6,2.2,6.5,40.28,35.96,43.7,10.5,0.41338605
17370012,3/3/24,4/10/24,4/4/24,47,14.3256,3.1,-0.9,7.6,37.58,30.38,45.68,2.5,0.09842525
18370001,3/3/24,4/13/24,4/7/24,38,11.5824,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370002,3/3/24,4/23/24,4/16/24,35,10.668,,,,32,32,32,,0
18370015,3/3/24,4/3/24,3/27/24,57,17.3736,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370017,3/3/24,4/3/24,3/29/24,51,15.5448,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370004,3/3/24,4/5/24,3/31/24,49,14.9352,3.2,-1.1,7.5,37.76,30.02,45.5,9.3,0.36614193
18370005,3/3/24,4/6/24,3/30/24,47,14.3256,3.2,-1.1,7.5,37.76,30.02,45.5,9.3,0.36614193
18370007,3/3/24,4/3/24,3/29/24,51,15.5448,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370008,3/3/24,4/3/24,3/30/24,51,15.5448,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370009,3/3/24,4/7/24,4/1/24,48,14.6304,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370010,3/3/24,4/4/24,3/29/24,52,15.8496,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370011,3/3/24,4/8/24,4/2/24,48,14.6304,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370020,3/3/24,4/4/24,3/27/24,54,16.4592,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370022,3/3/24,4/2/24,3/28/24,55,16.764,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
18370018,3/3/24,4/9/24,3/31/24,51,15.5448,5.2,1.9,7.9,41.36,35.42,46.22,4.7,0.18503947
18370006,3/3/24,4/3/24,3/30/24,52,15.8496,1.6,-1.9,6,34.88,28.58,42.8,3.1,0.12204731
21370037,3/3/24,4/2/24,3/27/24,58,17.6784,,,,32,32,32,,0
21370001,3/3/24,3/30/24,3/23/24,58,17.6784,2.8,-4.1,10.1,37.04,24.62,50.18,0.3,0.01181103
21370003,3/3/24,4/4/24,3/29/24,52,15.8496,2.8,-4.1,10.1,37.04,24.62,50.18,0.3,0.01181103
21370004,3/3/24,4/2/24,3/24/24,56,17.0688,2.8,-4.1,10.1,37.04,24.62,50.18,0.3,0.01181103
21370005,3/3/24,3/29/24,3/22/24,61,18.5928,2.7,-4,9.9,36.86,24.8,49.82,1.8,0.07086618
21370006,3/3/24,3/29/24,3/22/24,62,18.8976,2.7,-4,9.9,36.86,24.8,49.82,1.8,0.07086618
21370007,3/3/24,3/29/24,3/21/24,62,18.8976,2.7,-4,9.9,36.86,24.8,49.82,1.8,0.07086618
21370009,3/3/24,4/2/24,3/26/24,57,17.3736,,,,32,32,32,,0
21370010,3/3/24,4/16/24,4/10/24,39,11.8872,-3.4,-12.1,4.3,25.88,10.22,39.74,2,0.0787402
21370013,3/3/24,4/13/24,4/8/24,42,12.8016,-3.4,-12.1,4.3,25.88,10.22,39.74,2,0.0787402
21370014,3/3/24,4/15/24,4/10/24,38,11.5824,-3.4,-12.1,4.3,25.88,10.22,39.74,2,0.0787402
21370016,3/3/24,4/14/24,4/9/24,41,12.4968,-3.4,-12.1,4.3,25.88,10.22,39.74,2,0.0787402
21370018,3/3/24,3/29/24,3/21/24,64,19.5072,2.7,-4,9.9,36.86,24.8,49.82,1.8,0.07086618
21370020,3/3/24,4/2/24,3/26/24,55,16.764,2.7,-4,9.9,36.86,24.8,49.82,1.8,0.07086618
21370043,3/3/24,4/1/24,3/23/24,59,17.9832,2.7,-4,9.9,36.86,24.8,49.82,1.8,0.07086618
21370039,3/3/24,3/30/24,3/22/24,58,17.6784,2.7,-4,9.9,36.86,24.8,49.82,1.8,0.07086618
21370042,3/3/24,4/5/24,3/31/24,50,15.24,,,,32,32,32,,0
21370024,3/3/24,4/1/24,3/26/24,58,17.6784,,,,32,32,32,,0
21370025,3/3/24,3/30/24,3/23/24,60,18.288,0.8,-4.2,5.6,33.44,24.44,42.08,1.3,0.05118113
21370026,3/3/24,4/3/24,3/25/24,58,17.6784,0.8,-4.2,5.6,33.44,24.44,42.08,1.3,0.05118113
21370030,3/3/24,3/31/24,3/23/24,58,17.6784,2.8,-4.1,10.1,37.04,24.62,50.18,0.3,0.01181103
21370031,3/3/24,3/30/24,3/23/24,57,17.3736,2.8,-4.1,10.1,37.04,24.62,50.18,0.3,0.01181103
21370032,3/3/24,3/30/24,3/24/24,54,16.4592,3.5,-1,8.6,38.3,30.2,47.48,0.3,0.01181103
21370033,3/3/24,4/1/24,3/26/24,56,17.0688,,,,32,32,32,,0
21370034,3/3/24,4/2/24,3/26/24,54,16.4592,3.5,-1,8.6,38.3,30.2,47.48,0.3,0.01181103
21370012,3/3/24,4/15/24,4/9/24,40,12.192,-3.4,-12.1,4.3,25.88,10.22,39.74,2,0.0787402
21370027,3/3/24,4/6/24,3/31/24,50,15.24,0.8,-4.2,5.6,33.44,24.44,42.08,1.3,0.05118113
22370002,3/3/24,4/5/24,3/27/24,48,14.6304,5.9,0.1,11.8,42.62,32.18,53.24,0,0
22370026,3/3/24,4/8/24,4/3/24,50,15.24,4.1,-0.5,8.9,39.38,31.1,48.02,0,0
22370003,3/3/24,4/2/24,3/27/24,52,15.8496,6.4,1.8,11.1,43.52,35.24,51.98,0,0
22370027,3/3/24,4/4/24,3/27/24,50,15.24,5.9,-0.3,11,42.62,31.46,51.8,0,0
22370004,3/3/24,3/31/24,3/21/24,63,19.2024,8.3,5.6,10.4,46.94,42.08,50.72,0,0
22370005,3/3/24,3/26/24,3/18/24,69,21.0312,4,-1,9.5,39.2,30.2,49.1,0,0
22370006,3/3/24,3/30/24,3/22/24,59,17.9832,4,-1,9.5,39.2,30.2,49.1,0,0
22370007,3/3/24,3/31/24,3/23/24,57,17.3736,4,-1,9.5,39.2,30.2,49.1,0,0
22370008,3/3/24,4/2/24,3/24/24,59,17.9832,5.9,-0.3,11,42.62,31.46,51.8,0,0
22370009,3/3/24,4/3/24,3/25/24,57,17.3736,4.4,-0.8,9.7,39.92,30.56,49.46,0,0
22370029,3/3/24,3/31/24,3/21/24,58,17.6784,4,-1,9.5,39.2,30.2,49.1,0,0
22370010,3/3/24,4/3/24,3/25/24,49,14.9352,5.3,-0.8,10.7,41.54,30.56,51.26,0,0
22370012,3/3/24,4/1/24,3/24/24,61,18.5928,4.1,-0.5,8.9,39.38,31.1,48.02,0,0
22370031,3/3/24,4/1/24,3/21/24,59,17.9832,4,-1,9.5,39.2,30.2,49.1,0,0
22370033,3/3/24,3/29/24,3/22/24,58,17.6784,4.4,-0.8,9.7,39.92,30.56,49.46,0,0
22370035,3/3/24,4/5/24,3/28/24,46,14.0208,8,5.1,11,46.4,41.18,51.8,0,0
22370036,3/3/24,3/29/24,3/21/24,58,17.6784,4.4,-0.8,9.7,39.92,30.56,49.46,0,0
22370037,3/3/24,3/31/24,3/22/24,60,18.288,8.3,5.6,10.4,46.94,42.08,50.72,0,0
22370039,3/3/24,3/28/24,3/21/24,58,17.6784,6.4,1.8,11.1,43.52,35.24,51.98,0,0
22370043,3/3/24,4/6/24,3/26/24,53,16.1544,5.9,-0.3,11,42.62,31.46,51.8,0,0
22370013,3/3/24,4/3/24,3/26/24,48,14.6304,6.4,1.8,11.1,43.52,35.24,51.98,0,0
22370015,3/3/24,4/4/24,3/25/24,52,15.8496,5.9,-0.3,11,42.62,31.46,51.8,0,0
22370017,3/3/24,4/5/24,3/27/24,49,14.9352,5.9,0.1,11.8,42.62,32.18,53.24,0,0
22370018,3/3/24,4/3/24,3/23/24,53,16.1544,5.9,0.1,11.8,42.62,32.18,53.24,0,0
22370020,3/3/24,3/28/24,3/20/24,63,19.2024,4.4,-0.8,9.7,39.92,30.56,49.46,0,0
22370022,3/3/24,3/29/24,3/20/24,64,19.5072,4.4,-0.8,9.7,39.92,30.56,49.46,0,0
22370023,3/3/24,3/31/24,3/23/24,55,16.764,5.2,1,9.8,41.36,33.8,49.64,0,0
22370025,3/3/24,3/27/24,3/19/24,67,20.4216,4,-1,9.5,39.2,30.2,49.1,0,0
22370024,3/3/24,4/6/24,3/30/24,54,16.4592,4.1,-0.5,8.9,39.38,31.1,48.02,0,0
22370021,3/3/24,3/31/24,3/23/24,56,17.0688,4,-1,9.5,39.2,30.2,49.1,0,0
22370016,3/3/24,4/5/24,3/29/24,47,14.3256,5.9,-0.3,11,42.62,31.46,51.8,0,0
22370028,3/3/24,4/1/24,3/23/24,55,16.764,5.3,-0.8,10.7,41.54,30.56,51.26,0,0
22370019,3/3/24,3/30/24,3/21/24,58,17.6784,5.3,-0.8,10.7,41.54,30.56,51.26,0,0
22370044,3/3/24,3/30/24,3/27/24,51,15.5448,4,-1,9.5,39.2,30.2,49.1,0,0
22370014,3/3/24,4/3/24,3/26/24,53,16.1544,5.9,0.1,11.8,42.62,32.18,53.24,0,0
24370001,3/3/24,3/31/24,3/25/24,59,17.9832,3.8,-2,10.2,38.84,28.4,50.36,0,0
24370002,3/3/24,3/29/24,3/22/24,62,18.8976,4.3,-0.9,10.4,39.74,30.38,50.72,0,0
24370005,3/3/24,3/31/24,3/24/24,55,16.764,4.3,-0.8,10.5,39.74,30.56,50.9,0,0
24370014,3/3/24,4/2/24,3/28/24,51,15.5448,4.3,-0.8,10.5,39.74,30.56,50.9,0,0
24370017,3/3/24,3/31/24,3/25/24,58,17.6784,4.3,-0.9,10.4,39.74,30.38,50.72,0,0
24370006,3/3/24,4/3/24,3/28/24,54,16.4592,4.3,-0.8,10.5,39.74,30.56,50.9,0,0
24370007,3/3/24,3/31/24,3/22/24,60,18.288,4.3,-0.9,10.4,39.74,30.38,50.72,0,0
24370009,3/3/24,4/2/24,3/27/24,49,14.9352,3.8,-2,10.2,38.84,28.4,50.36,0,0
24370010,3/3/24,3/31/24,3/25/24,57,17.3736,4.3,-0.9,10.4,39.74,30.38,50.72,0,0
24370011,3/3/24,4/1/24,3/24/24,57,17.3736,4.3,-0.9,10.4,39.74,30.38,50.72,0,0
24370013,3/3/24,3/31/24,3/25/24,56,17.0688,2.6,-2.4,7.5,36.68,27.68,45.5,0,0
24370003,3/3/24,4/2/24,3/27/24,50,15.24,4.3,-0.9,10.4,39.74,30.38,50.72,0,0
27370014,3/3/24,4/2/24,3/27/24,53,16.1544,5.4,1.6,8.9,41.72,34.88,48.02,0,0
27370001,3/3/24,4/2/24,3/27/24,51,15.5448,5.4,1.6,8.9,41.72,34.88,48.02,0,0
27370016,3/3/24,3/30/24,3/23/24,62,18.8976,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
27370017,3/3/24,4/3/24,3/24/24,54,16.4592,5.4,1.6,8.9,41.72,34.88,48.02,0,0
27370021,3/3/24,4/9/24,4/1/24,51,15.5448,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
27370008,3/3/24,4/1/24,3/24/24,57,17.3736,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
27370024,3/3/24,4/3/24,3/25/24,50,15.24,5.9,1.9,9.2,42.62,35.42,48.56,0,0
27370025,3/3/24,4/1/24,3/25/24,50,15.24,5.9,1.9,9.2,42.62,35.42,48.56,0,0
27370002,3/3/24,4/1/24,3/26/24,53,16.1544,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
27370004,3/3/24,4/2/24,3/25/24,55,16.764,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
27370005,3/3/24,4/1/24,3/25/24,55,16.764,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
27370007,3/3/24,4/2/24,3/26/24,49,14.9352,5.9,1.9,9.2,42.62,35.42,48.56,0,0
27370023,3/3/24,3/29/24,3/21/24,60,18.288,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
27370009,3/3/24,4/2/24,3/25/24,52,15.8496,5.9,1.9,9.2,42.62,35.42,48.56,0,0
27370010,3/3/24,4/3/24,3/26/24,53,16.1544,5.4,1.6,8.9,41.72,34.88,48.02,0,0
27370011,3/3/24,4/2/24,3/26/24,51,15.5448,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
27370012,3/3/24,4/2/24,3/27/24,51,15.5448,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
27370013,3/3/24,4/1/24,3/25/24,55,16.764,5.4,1.6,8.9,41.72,34.88,48.02,0,0
27370022,3/3/24,3/30/24,3/24/24,55,16.764,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
27370019,3/3/24,3/31/24,3/22/24,54,16.4592,5.9,1.9,9.2,42.62,35.42,48.56,0,0
27370006,3/3/24,4/2/24,3/26/24,49,14.9352,5.9,1.9,9.2,42.62,35.42,48.56,0,0
27370015,3/3/24,4/1/24,3/25/24,53,16.1544,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
27370003,3/3/24,4/1/24,3/24/24,53,16.1544,5.9,1.9,9.2,42.62,35.42,48.56,0,0
25370002,3/3/24,4/3/24,3/27/24,56,17.0688,,,,32,32,32,,0
25370003,3/3/24,4/3/24,3/28/24,54,16.4592,,,,32,32,32,,0
25370004,3/3/24,4/8/24,4/1/24,51,15.5448,,,,32,32,32,,0
25370018,3/3/24,4/5/24,3/29/24,56,17.0688,3.5,-1,8.6,38.3,30.2,47.48,0.3,0.01181103
25370025,3/3/24,4/6/24,3/30/24,51,15.5448,2.6,-2.4,7.5,36.68,27.68,45.5,0,0
25370027,3/3/24,4/2/24,3/27/24,56,17.0688,2.6,-2.4,7.5,36.68,27.68,45.5,0,0
25370028,3/3/24,4/2/24,3/27/24,57,17.3736,5.6,1.8,9.1,42.08,35.24,48.38,0,0
25370029,3/3/24,4/6/24,3/31/24,50,15.24,2.6,-2.4,7.5,36.68,27.68,45.5,0,0
25370030,3/3/24,4/9/24,4/4/24,47,14.3256,4.3,-0.8,10.5,39.74,30.56,50.9,0,0
25370031,3/3/24,4/2/24,3/27/24,57,17.3736,2.6,-2.4,7.5,36.68,27.68,45.5,0,0
25370008,3/3/24,4/6/24,4/1/24,51,15.5448,,,,32,32,32,,0
25370009,3/3/24,4/3/24,3/27/24,54,16.4592,,,,32,32,32,,0
25370011,3/3/24,4/3/24,3/28/24,52,15.8496,5.6,1.8,9.1,42.08,35.24,48.38,0,0
25370012,3/3/24,4/5/24,3/30/24,56,17.0688,,,,32,32,32,,0
25370013,3/3/24,4/7/24,3/31/24,51,15.5448,5.6,1.8,9.1,42.08,35.24,48.38,0,0
25370014,3/3/24,4/2/24,3/28/24,53,16.1544,5.6,1.8,9.1,42.08,35.24,48.38,0,0
25370015,3/3/24,4/3/24,3/26/24,56,17.0688,,,,32,32,32,,0
25370016,3/3/24,4/4/24,3/29/24,51,15.5448,5.6,1.8,9.1,42.08,35.24,48.38,0,0
25370019,3/3/24,4/4/24,3/28/24,52,15.8496,3.5,-1,8.6,38.3,30.2,47.48,0.3,0.01181103
25370023,3/3/24,4/6/24,3/31/24,51,15.5448,,,,32,32,32,,0
25370022,3/3/24,4/9/24,4/2/24,49,14.9352,3.5,-1,8.6,38.3,30.2,47.48,0.3,0.01181103
25370026,3/3/24,4/6/24,3/31/24,50,15.24,2.6,-2.4,7.5,36.68,27.68,45.5,0,0
25370006,3/3/24,4/5/24,3/29/24,55,16.764,,,,32,32,32,,0
25370007,3/3/24,4/4/24,3/29/24,53,16.1544,,,,32,32,32,,0
26370001,3/3/24,3/29/24,3/23/24,61,18.5928,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
26370002,3/3/24,4/3/24,3/27/24,53,16.1544,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
26370038,3/3/24,4/3/24,3/28/24,53,16.1544,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
26370039,3/3/24,4/5/24,3/31/24,44,13.4112,3.5,-2.6,10.4,38.3,27.32,50.72,0.2,0.00787402
26370045,3/3/24,4/2/24,3/25/24,52,15.8496,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370005,3/3/24,4/7/24,3/29/24,49,14.9352,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370046,3/3/24,4/3/24,3/28/24,49,14.9352,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370006,3/3/24,4/3/24,3/27/24,52,15.8496,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370007,3/3/24,4/1/24,3/26/24,58,17.6784,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370040,3/3/24,4/1/24,3/25/24,53,16.1544,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370043,3/3/24,4/1/24,3/25/24,60,18.288,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
26370044,3/3/24,3/30/24,3/23/24,56,17.0688,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370049,3/3/24,4/4/24,3/27/24,54,16.4592,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
26370052,3/3/24,4/7/24,4/1/24,45,13.716,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370053,3/3/24,4/10/24,4/4/24,44,13.4112,1.8,-4.2,8.6,35.24,24.44,47.48,0.1,0.00393701
26370055,3/3/24,4/4/24,3/27/24,53,16.1544,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370059,3/3/24,4/5/24,3/30/24,52,15.8496,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
26370060,3/3/24,4/4/24,3/28/24,53,16.1544,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
26370062,3/3/24,4/14/24,3/22/24,61,18.5928,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370063,3/3/24,4/1/24,3/26/24,52,15.8496,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370064,3/3/24,4/4/24,3/22/24,61,18.5928,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370065,3/3/24,4/1/24,3/24/24,55,16.764,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370066,3/3/24,4/1/24,3/27/24,53,16.1544,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
26370008,3/3/24,3/31/24,3/21/24,63,19.2024,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370009,3/3/24,4/1/24,3/25/24,57,17.3736,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370010,3/3/24,4/2/24,3/26/24,51,15.5448,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370011,3/3/24,3/31/24,3/25/24,55,16.764,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370012,3/3/24,4/5/24,3/27/24,51,15.5448,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370013,3/3/24,4/1/24,3/24/24,54,16.4592,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370015,3/3/24,4/10/24,4/5/24,40,12.192,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370017,3/3/24,4/2/24,3/26/24,51,15.5448,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370020,3/3/24,4/5/24,3/28/24,52,15.8496,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370021,3/3/24,4/2/24,3/24/24,57,17.3736,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370023,3/3/24,4/1/24,3/25/24,54,16.4592,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370026,3/3/24,3/31/24,3/24/24,55,16.764,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370028,3/3/24,4/2/24,3/24/24,55,16.764,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370030,3/3/24,3/31/24,3/23/24,57,17.3736,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370031,3/3/24,4/1/24,3/26/24,55,16.764,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370047,3/3/24,3/31/24,3/23/24,57,17.3736,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370033,3/3/24,4/8/24,3/28/24,48,14.6304,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370048,3/3/24,4/3/24,3/28/24,52,15.8496,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370061,3/3/24,4/1/24,3/25/24,54,16.4592,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370034,3/3/24,4/2/24,3/25/24,56,17.0688,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
26370035,3/3/24,4/2/24,3/27/24,53,16.1544,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
26370036,3/3/24,4/3/24,3/29/24,53,16.1544,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
26370050,3/3/24,4/2/24,3/27/24,53,16.1544,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
26370057,3/3/24,4/2/24,3/24/24,57,17.3736,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
26370025,3/3/24,4/9/24,4/2/24,49,14.9352,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370051,3/3/24,4/3/24,3/26/24,52,15.8496,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370056,3/3/24,4/5/24,3/29/24,49,14.9352,5.6,1.8,9.1,42.08,35.24,48.38,0,0
26370014,3/3/24,4/3/24,3/27/24,52,15.8496,5.6,1.8,9.1,42.08,35.24,48.38,0,0
28370001,3/3/24,3/31/24,3/25/24,56,17.0688,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
28370003,3/3/24,4/8/24,4/1/24,48,14.6304,1.8,-4.2,8.6,35.24,24.44,47.48,0.1,0.00393701
28370018,3/3/24,4/15/24,4/9/24,41,12.4968,,,,32,32,32,,0
28370024,3/3/24,4/3/24,3/29/24,53,16.1544,,,,32,32,32,,0
28370025,3/3/24,4/2/24,3/27/24,54,16.4592,,,,32,32,32,,0
28370035,3/3/24,4/3/24,3/28/24,54,16.4592,,,,32,32,32,,0
28370020,3/3/24,4/2/24,3/27/24,56,17.0688,,,,32,32,32,,0
28370021,3/3/24,4/3/24,3/29/24,50,15.24,3.5,-2.6,10.4,38.3,27.32,50.72,0.2,0.00787402
28370023,3/3/24,4/2/24,3/25/24,54,16.4592,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
28370027,3/3/24,4/3/24,3/29/24,51,15.5448,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
28370030,3/3/24,4/1/24,3/27/24,53,16.1544,4.4,0,8.3,39.92,32,46.94,0,0
28370031,3/3/24,4/9/24,4/2/24,48,14.6304,,,,32,32,32,,0
28370032,3/3/24,4/3/24,3/29/24,53,16.1544,,,,32,32,32,,0
28370033,3/3/24,4/3/24,3/27/24,54,16.4592,,,,32,32,32,,0
28370036,3/3/24,4/3/24,3/31/24,52,15.8496,,,,32,32,32,,0
28370004,3/3/24,4/2/24,3/25/24,53,16.1544,4.4,0,8.3,39.92,32,46.94,0,0
28370006,3/3/24,4/5/24,3/27/24,49,14.9352,4.4,0,8.3,39.92,32,46.94,0,0
28370007,3/3/24,4/5/24,3/28/24,51,15.5448,4.4,0,8.3,39.92,32,46.94,0,0
28370008,3/3/24,4/4/24,3/28/24,51,15.5448,3.8,-1.9,9.2,38.84,28.58,48.56,0,0
28370009,3/3/24,4/4/24,3/27/24,52,15.8496,3.8,-1.9,9.2,38.84,28.58,48.56,0,0
28370010,3/3/24,4/2/24,3/25/24,53,16.1544,3.8,-1.9,9.2,38.84,28.58,48.56,0,0
28370011,3/3/24,4/2/24,3/26/24,52,15.8496,3.8,-1.9,9.2,38.84,28.58,48.56,0,0
28370012,3/3/24,4/6/24,3/29/24,46,14.0208,3.8,-1.9,9.2,38.84,28.58,48.56,0,0
28370028,3/3/24,4/4/24,3/29/24,49,14.9352,4.4,-1.1,9.6,39.92,30.02,49.28,0,0
28370014,3/3/24,4/2/24,3/26/24,55,16.764,3.8,-1.9,9.2,38.84,28.58,48.56,0,0
28370034,3/3/24,4/4/24,3/26/24,49,14.9352,4.4,0,8.3,39.92,32,46.94,0,0
28370015,3/3/24,4/4/24,3/29/24,53,16.1544,,,,32,32,32,,0
28370016,3/3/24,4/1/24,3/27/24,53,16.1544,1.8,-4.2,8.6,35.24,24.44,47.48,0.1,0.00393701
28370017,3/3/24,4/1/24,3/28/24,52,15.8496,3.5,-2.6,10.4,38.3,27.32,50.72,0.2,0.00787402
28370002,3/3/24,4/4/24,3/30/24,52,15.8496,4.2,-1,10.2,39.56,30.2,50.36,0.3,0.01181103
28370019,3/3/24,4/9/24,4/2/24,45,13.716,1.8,-4.2,8.6,35.24,24.44,47.48,0.1,0.00393701
29370001,3/3/24,3/30/24,3/24/24,58,17.6784,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
29370022,3/3/24,4/4/24,3/26/24,53,16.1544,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370003,3/3/24,4/2/24,3/26/24,54,16.4592,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370004,3/3/24,4/6/24,3/30/24,51,15.5448,,,,32,32,32,,0
29370005,3/3/24,4/2/24,3/27/24,55,16.764,2.6,-2.4,7.5,36.68,27.68,45.5,0,0
29370006,3/3/24,4/1/24,3/24/24,55,16.764,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
29370032,3/3/24,3/27/24,3/18/24,69,21.0312,5.1,-0.2,11.3,41.18,31.64,52.34,0,0
29370029,3/3/24,3/31/24,3/19/24,67,20.4216,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370011,3/3/24,4/4/24,3/24/24,58,17.6784,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370013,3/3/24,4/1/24,3/24/24,56,17.0688,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370014,3/3/24,4/2/24,3/28/24,52,15.8496,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
29370015,3/3/24,4/1/24,3/24/24,54,16.4592,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
29370028,3/3/24,3/29/24,3/22/24,61,18.5928,3.9,-1.1,8.6,39.02,30.02,47.48,0,0
29370020,3/3/24,3/30/24,3/21/24,65,19.812,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370021,3/3/24,3/30/24,3/22/24,63,19.2024,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370025,3/3/24,4/5/24,3/29/24,54,16.4592,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370026,3/3/24,4/6/24,3/30/24,53,16.1544,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
29370016,3/3/24,3/31/24,3/23/24,58,17.6784,2.5,-2.7,7.4,36.5,27.14,45.32,0.4,0.01574804
30370001,3/3/24,3/25/24,3/17/24,73,22.2504,5.9,1.4,10.4,42.62,34.52,50.72,0,0
